instant,date,season,year,mnth,hour,holiday,weekday,workingday,weather_condition,temperature,feels_like_temperature,humidity,windspeed,casual_users,registered_users,total_rentals,month,month_name,day,hour_category,day_type
14140,2012-08-17,Fall,2012,8,8,0,Friday,1,Clear,0.68,0.2424,0.65,0.1343,43,625,668,8,Aug,17,Pagi,Hari Kerja
14141,2012-08-17,Fall,2012,8,9,0,Friday,1,Clear,0.7,0.2424,0.58,0.1045,58,320,378,8,Aug,17,Pagi,Hari Kerja
14142,2012-08-17,Fall,2012,8,10,0,Friday,1,Clear,0.74,0.2424,0.55,0.1642,82,149,231,8,Aug,17,Pagi,Hari Kerja
14143,2012-08-17,Fall,2012,8,11,0,Friday,1,Clear,0.76,0.2424,0.52,0.2836,98,205,303,8,Aug,17,Pagi,Hari Kerja
14144,2012-08-17,Fall,2012,8,12,0,Friday,1,Clear,0.82,0.2424,0.41,0.2239,110,255,365,8,Aug,17,Siang,Hari Kerja
14145,2012-08-17,Fall,2012,8,13,0,Friday,1,Clear,0.84,0.2424,0.36,0.3881,103,254,357,8,Aug,17,Siang,Hari Kerja
14146,2012-08-17,Fall,2012,8,14,0,Friday,1,Clear,0.86,0.2424,0.34,0.4179,128,200,328,8,Aug,17,Siang,Hari Kerja
14147,2012-08-17,Fall,2012,8,15,0,Friday,1,Clear,0.86,0.2424,0.3,0.4627,127,256,383,8,Aug,17,Siang,Hari Kerja
14148,2012-08-17,Fall,2012,8,16,0,Friday,1,Mist,0.84,0.2424,0.32,0.4478,116,372,488,8,Aug,17,Siang,Hari Kerja
14149,2012-08-17,Fall,2012,8,17,0,Friday,1,Clear,0.82,0.2424,0.36,0.3284,144,647,791,8,Aug,17,Siang,Hari Kerja
14150,2012-08-17,Fall,2012,8,18,0,Friday,1,Mist,0.82,0.2424,0.38,0.2537,108,561,669,8,Aug,17,Malam,Hari Kerja
14151,2012-08-17,Fall,2012,8,19,0,Friday,1,Mist,0.74,0.2424,0.55,0.3881,88,403,491,8,Aug,17,Malam,Hari Kerja
14152,2012-08-17,Fall,2012,8,20,0,Friday,1,Mist,0.72,0.2424,0.58,0.2239,97,262,359,8,Aug,17,Malam,Hari Kerja
14153,2012-08-17,Fall,2012,8,21,0,Friday,1,Mist,0.68,0.2424,0.69,0.2985,57,198,255,8,Aug,17,Malam,Hari Kerja
14154,2012-08-17,Fall,2012,8,22,0,Friday,1,Light Snow/Rain,0.66,0.2424,0.83,0.194,43,170,213,8,Aug,17,Malam,Hari Kerja
14155,2012-08-17,Fall,2012,8,23,0,Friday,1,Light Snow/Rain,0.64,0.2424,0.83,0.2239,21,100,121,8,Aug,17,Malam,Hari Kerja
14156,2012-08-18,Fall,2012,8,0,0,Saturday,0,Mist,0.64,0.5758,0.83,0.2239,6,99,105,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14157,2012-08-18,Fall,2012,8,1,0,Saturday,0,Light Snow/Rain,0.62,0.5455,0.94,0.1642,14,78,92,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14158,2012-08-18,Fall,2012,8,2,0,Saturday,0,Light Snow/Rain,0.62,0.5606,0.88,0.1642,4,39,43,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14159,2012-08-18,Fall,2012,8,3,0,Saturday,0,Clear,0.62,0.5606,0.88,0.194,7,23,30,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14160,2012-08-18,Fall,2012,8,4,0,Saturday,0,Clear,0.62,0.5909,0.73,0.2239,5,8,13,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14161,2012-08-18,Fall,2012,8,5,0,Saturday,0,Clear,0.6,0.5758,0.78,0.2537,2,7,9,8,Aug,18,Dini Hari,Hari Libur/Akhir Pekan
14162,2012-08-18,Fall,2012,8,6,0,Saturday,0,Clear,0.6,0.5606,0.83,0.2239,4,23,27,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14163,2012-08-18,Fall,2012,8,7,0,Saturday,0,Clear,0.6,0.5606,0.83,0.2239,12,52,64,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14164,2012-08-18,Fall,2012,8,8,0,Saturday,0,Clear,0.64,0.6061,0.69,0.2537,28,161,189,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14165,2012-08-18,Fall,2012,8,9,0,Saturday,0,Clear,0.66,0.6212,0.65,0.2836,81,211,292,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14166,2012-08-18,Fall,2012,8,10,0,Saturday,0,Clear,0.7,0.6515,0.54,0.1642,166,314,480,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14167,2012-08-18,Fall,2012,8,11,0,Saturday,0,Clear,0.72,0.6667,0.51,0.0,180,356,536,8,Aug,18,Pagi,Hari Libur/Akhir Pekan
14168,2012-08-18,Fall,2012,8,12,0,Saturday,0,Clear,0.76,0.6667,0.37,0.194,266,388,654,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14169,2012-08-18,Fall,2012,8,13,0,Saturday,0,Clear,0.74,0.6515,0.4,0.194,289,355,644,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14170,2012-08-18,Fall,2012,8,14,0,Saturday,0,Clear,0.76,0.6667,0.37,0.2836,242,356,598,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14171,2012-08-18,Fall,2012,8,15,0,Saturday,0,Clear,0.76,0.6667,0.37,0.2239,250,346,596,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14172,2012-08-18,Fall,2012,8,16,0,Saturday,0,Clear,0.76,0.6667,0.37,0.2537,287,354,641,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14173,2012-08-18,Fall,2012,8,17,0,Saturday,0,Clear,0.76,0.6667,0.37,0.2239,256,379,635,8,Aug,18,Siang,Hari Libur/Akhir Pekan
14174,2012-08-18,Fall,2012,8,18,0,Saturday,0,Clear,0.74,0.6515,0.37,0.1642,225,329,554,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14175,2012-08-18,Fall,2012,8,19,0,Saturday,0,Clear,0.7,0.6364,0.45,0.1642,164,324,488,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14176,2012-08-18,Fall,2012,8,20,0,Saturday,0,Clear,0.7,0.6364,0.45,0.1045,99,242,341,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14177,2012-08-18,Fall,2012,8,21,0,Saturday,0,Clear,0.66,0.6212,0.61,0.0,90,248,338,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14178,2012-08-18,Fall,2012,8,22,0,Saturday,0,Clear,0.66,0.6212,0.61,0.0,90,171,261,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14179,2012-08-18,Fall,2012,8,23,0,Saturday,0,Clear,0.64,0.6061,0.65,0.0896,60,175,235,8,Aug,18,Malam,Hari Libur/Akhir Pekan
14180,2012-08-19,Fall,2012,8,0,0,Sunday,0,Clear,0.66,0.6212,0.57,0.0896,44,143,187,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14181,2012-08-19,Fall,2012,8,1,0,Sunday,0,Clear,0.64,0.6061,0.65,0.0,29,102,131,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14182,2012-08-19,Fall,2012,8,2,0,Sunday,0,Mist,0.62,0.6061,0.69,0.0896,16,103,119,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14183,2012-08-19,Fall,2012,8,3,0,Sunday,0,Mist,0.62,0.6061,0.61,0.1642,21,34,55,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14184,2012-08-19,Fall,2012,8,4,0,Sunday,0,Mist,0.62,0.6061,0.65,0.1642,4,22,26,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14185,2012-08-19,Fall,2012,8,5,0,Sunday,0,Mist,0.6,0.5909,0.73,0.1343,3,8,11,8,Aug,19,Dini Hari,Hari Libur/Akhir Pekan
14186,2012-08-19,Fall,2012,8,6,0,Sunday,0,Mist,0.62,0.6061,0.69,0.1045,5,15,20,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14187,2012-08-19,Fall,2012,8,7,0,Sunday,0,Mist,0.62,0.6061,0.69,0.1343,12,29,41,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14188,2012-08-19,Fall,2012,8,8,0,Sunday,0,Mist,0.64,0.6061,0.69,0.1045,34,90,124,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14189,2012-08-19,Fall,2012,8,9,0,Sunday,0,Mist,0.66,0.6212,0.74,0.0,86,184,270,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14190,2012-08-19,Fall,2012,8,10,0,Sunday,0,Mist,0.68,0.6364,0.69,0.0,138,287,425,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14191,2012-08-19,Fall,2012,8,11,0,Sunday,0,Light Snow/Rain,0.64,0.5909,0.78,0.1642,83,189,272,8,Aug,19,Pagi,Hari Libur/Akhir Pekan
14192,2012-08-19,Fall,2012,8,12,0,Sunday,0,Light Snow/Rain,0.64,0.6061,0.73,0.0,112,186,298,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14193,2012-08-19,Fall,2012,8,13,0,Sunday,0,Light Snow/Rain,0.64,0.5758,0.83,0.1343,50,112,162,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14194,2012-08-19,Fall,2012,8,14,0,Sunday,0,Light Snow/Rain,0.64,0.6061,0.73,0.0,41,108,149,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14195,2012-08-19,Fall,2012,8,15,0,Sunday,0,Mist,0.64,0.6061,0.65,0.0,89,187,276,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14196,2012-08-19,Fall,2012,8,16,0,Sunday,0,Mist,0.66,0.6212,0.65,0.0,97,259,356,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14197,2012-08-19,Fall,2012,8,17,0,Sunday,0,Mist,0.64,0.5909,0.78,0.1045,76,267,343,8,Aug,19,Siang,Hari Libur/Akhir Pekan
14198,2012-08-19,Fall,2012,8,18,0,Sunday,0,Mist,0.64,0.5909,0.78,0.1045,86,291,377,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14199,2012-08-19,Fall,2012,8,19,0,Sunday,0,Mist,0.64,0.6061,0.73,0.1343,72,269,341,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14200,2012-08-19,Fall,2012,8,20,0,Sunday,0,Mist,0.64,0.6061,0.73,0.194,61,213,274,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14201,2012-08-19,Fall,2012,8,21,0,Sunday,0,Light Snow/Rain,0.62,0.5909,0.78,0.0896,36,154,190,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14202,2012-08-19,Fall,2012,8,22,0,Sunday,0,Mist,0.62,0.5909,0.78,0.1642,6,50,56,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14203,2012-08-19,Fall,2012,8,23,0,Sunday,0,Mist,0.62,0.5909,0.73,0.0,7,39,46,8,Aug,19,Malam,Hari Libur/Akhir Pekan
14204,2012-08-20,Fall,2012,8,0,0,Monday,1,Mist,0.6,0.5606,0.83,0.1045,1,25,26,8,Aug,20,Dini Hari,Hari Kerja
14205,2012-08-20,Fall,2012,8,1,0,Monday,1,Clear,0.6,0.5606,0.83,0.1642,0,10,10,8,Aug,20,Dini Hari,Hari Kerja
14206,2012-08-20,Fall,2012,8,2,0,Monday,1,Clear,0.6,0.5606,0.83,0.1642,0,5,5,8,Aug,20,Dini Hari,Hari Kerja
14207,2012-08-20,Fall,2012,8,3,0,Monday,1,Clear,0.6,0.5455,0.88,0.1045,0,3,3,8,Aug,20,Dini Hari,Hari Kerja
14208,2012-08-20,Fall,2012,8,4,0,Monday,1,Mist,0.6,0.5606,0.83,0.0896,0,7,7,8,Aug,20,Dini Hari,Hari Kerja
14209,2012-08-20,Fall,2012,8,5,0,Monday,1,Mist,0.6,0.5606,0.83,0.0,2,35,37,8,Aug,20,Dini Hari,Hari Kerja
14210,2012-08-20,Fall,2012,8,6,0,Monday,1,Mist,0.6,0.5758,0.78,0.1343,6,155,161,8,Aug,20,Pagi,Hari Kerja
14211,2012-08-20,Fall,2012,8,7,0,Monday,1,Mist,0.62,0.5909,0.78,0.1343,15,427,442,8,Aug,20,Pagi,Hari Kerja
14212,2012-08-20,Fall,2012,8,8,0,Monday,1,Mist,0.62,0.5909,0.73,0.1045,37,618,655,8,Aug,20,Pagi,Hari Kerja
14213,2012-08-20,Fall,2012,8,9,0,Monday,1,Mist,0.64,0.6061,0.69,0.0,55,302,357,8,Aug,20,Pagi,Hari Kerja
14214,2012-08-20,Fall,2012,8,10,0,Monday,1,Mist,0.64,0.6061,0.69,0.0896,69,124,193,8,Aug,20,Pagi,Hari Kerja
14215,2012-08-20,Fall,2012,8,11,0,Monday,1,Clear,0.66,0.6212,0.65,0.1045,90,151,241,8,Aug,20,Pagi,Hari Kerja
14216,2012-08-20,Fall,2012,8,12,0,Monday,1,Mist,0.66,0.6212,0.61,0.1045,66,216,282,8,Aug,20,Siang,Hari Kerja
14217,2012-08-20,Fall,2012,8,13,0,Monday,1,Clear,0.7,0.6515,0.58,0.1343,97,194,291,8,Aug,20,Siang,Hari Kerja
14218,2012-08-20,Fall,2012,8,14,0,Monday,1,Clear,0.72,0.6667,0.54,0.1642,87,188,275,8,Aug,20,Siang,Hari Kerja
14219,2012-08-20,Fall,2012,8,15,0,Monday,1,Clear,0.72,0.6667,0.54,0.2537,102,207,309,8,Aug,20,Siang,Hari Kerja
14220,2012-08-20,Fall,2012,8,16,0,Monday,1,Clear,0.72,0.6667,0.54,0.2537,103,357,460,8,Aug,20,Siang,Hari Kerja
14221,2012-08-20,Fall,2012,8,17,0,Monday,1,Clear,0.7,0.6515,0.58,0.2836,83,810,893,8,Aug,20,Siang,Hari Kerja
14222,2012-08-20,Fall,2012,8,18,0,Monday,1,Mist,0.62,0.5909,0.78,0.2537,89,726,815,8,Aug,20,Malam,Hari Kerja
14223,2012-08-20,Fall,2012,8,19,0,Monday,1,Mist,0.62,0.5909,0.78,0.194,33,266,299,8,Aug,20,Malam,Hari Kerja
14224,2012-08-20,Fall,2012,8,20,0,Monday,1,Mist,0.62,0.5758,0.83,0.2836,30,231,261,8,Aug,20,Malam,Hari Kerja
14225,2012-08-20,Fall,2012,8,21,0,Monday,1,Clear,0.6,0.5606,0.83,0.0,26,219,245,8,Aug,20,Malam,Hari Kerja
14226,2012-08-20,Fall,2012,8,22,0,Monday,1,Mist,0.6,0.5606,0.83,0.0,25,136,161,8,Aug,20,Malam,Hari Kerja
14227,2012-08-20,Fall,2012,8,23,0,Monday,1,Mist,0.6,0.5606,0.83,0.0,10,92,102,8,Aug,20,Malam,Hari Kerja
14228,2012-08-21,Fall,2012,8,0,0,Tuesday,1,Mist,0.6,0.5606,0.83,0.0896,7,52,59,8,Aug,21,Dini Hari,Hari Kerja
14229,2012-08-21,Fall,2012,8,1,0,Tuesday,1,Mist,0.6,0.5606,0.83,0.1343,11,22,33,8,Aug,21,Dini Hari,Hari Kerja
14230,2012-08-21,Fall,2012,8,2,0,Tuesday,1,Mist,0.58,0.5455,0.88,0.2836,1,7,8,8,Aug,21,Dini Hari,Hari Kerja
14231,2012-08-21,Fall,2012,8,3,0,Tuesday,1,Clear,0.56,0.5303,0.88,0.0,0,3,3,8,Aug,21,Dini Hari,Hari Kerja
14232,2012-08-21,Fall,2012,8,4,0,Tuesday,1,Clear,0.56,0.5303,0.88,0.0,0,4,4,8,Aug,21,Dini Hari,Hari Kerja
14233,2012-08-21,Fall,2012,8,5,0,Tuesday,1,Clear,0.56,0.5303,0.83,0.0896,4,30,34,8,Aug,21,Dini Hari,Hari Kerja
14234,2012-08-21,Fall,2012,8,6,0,Tuesday,1,Clear,0.56,0.5303,0.83,0.1045,5,164,169,8,Aug,21,Pagi,Hari Kerja
14235,2012-08-21,Fall,2012,8,7,0,Tuesday,1,Clear,0.6,0.5758,0.78,0.1045,19,500,519,8,Aug,21,Pagi,Hari Kerja
14236,2012-08-21,Fall,2012,8,8,0,Tuesday,1,Clear,0.6,0.5758,0.78,0.1343,27,696,723,8,Aug,21,Pagi,Hari Kerja
14237,2012-08-21,Fall,2012,8,9,0,Tuesday,1,Clear,0.64,0.6061,0.69,0.0,47,281,328,8,Aug,21,Pagi,Hari Kerja
14238,2012-08-21,Fall,2012,8,10,0,Tuesday,1,Clear,0.66,0.6212,0.61,0.1045,58,120,178,8,Aug,21,Pagi,Hari Kerja
14239,2012-08-21,Fall,2012,8,11,0,Tuesday,1,Clear,0.7,0.6515,0.54,0.0,61,195,256,8,Aug,21,Pagi,Hari Kerja
14240,2012-08-21,Fall,2012,8,12,0,Tuesday,1,Clear,0.72,0.6515,0.45,0.0,79,226,305,8,Aug,21,Siang,Hari Kerja
14241,2012-08-21,Fall,2012,8,13,0,Tuesday,1,Clear,0.74,0.6515,0.4,0.0,76,255,331,8,Aug,21,Siang,Hari Kerja
14242,2012-08-21,Fall,2012,8,14,0,Tuesday,1,Clear,0.76,0.6667,0.37,0.0896,110,192,302,8,Aug,21,Siang,Hari Kerja
14243,2012-08-21,Fall,2012,8,15,0,Tuesday,1,Clear,0.76,0.6667,0.37,0.0,76,226,302,8,Aug,21,Siang,Hari Kerja
14244,2012-08-21,Fall,2012,8,16,0,Tuesday,1,Clear,0.76,0.6667,0.37,0.0,109,358,467,8,Aug,21,Siang,Hari Kerja
14245,2012-08-21,Fall,2012,8,17,0,Tuesday,1,Clear,0.74,0.6667,0.51,0.2836,92,786,878,8,Aug,21,Siang,Hari Kerja
14246,2012-08-21,Fall,2012,8,18,0,Tuesday,1,Clear,0.72,0.6667,0.54,0.2239,93,532,625,8,Aug,21,Malam,Hari Kerja
14247,2012-08-21,Fall,2012,8,19,0,Tuesday,1,Light Snow/Rain,0.62,0.5909,0.73,0.1045,56,420,476,8,Aug,21,Malam,Hari Kerja
14248,2012-08-21,Fall,2012,8,20,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.0,62,296,358,8,Aug,21,Malam,Hari Kerja
14249,2012-08-21,Fall,2012,8,21,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.0,41,239,280,8,Aug,21,Malam,Hari Kerja
14250,2012-08-21,Fall,2012,8,22,0,Tuesday,1,Clear,0.64,0.5909,0.78,0.0,24,208,232,8,Aug,21,Malam,Hari Kerja
14251,2012-08-21,Fall,2012,8,23,0,Tuesday,1,Clear,0.62,0.5758,0.83,0.0,23,113,136,8,Aug,21,Malam,Hari Kerja
14252,2012-08-22,Fall,2012,8,0,0,Wednesday,1,Clear,0.62,0.5758,0.83,0.1045,9,46,55,8,Aug,22,Dini Hari,Hari Kerja
14253,2012-08-22,Fall,2012,8,1,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.0,1,20,21,8,Aug,22,Dini Hari,Hari Kerja
14254,2012-08-22,Fall,2012,8,2,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.0,7,10,17,8,Aug,22,Dini Hari,Hari Kerja
14255,2012-08-22,Fall,2012,8,3,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.0,0,7,7,8,Aug,22,Dini Hari,Hari Kerja
14256,2012-08-22,Fall,2012,8,4,0,Wednesday,1,Clear,0.58,0.5455,0.83,0.1045,1,7,8,8,Aug,22,Dini Hari,Hari Kerja
14257,2012-08-22,Fall,2012,8,5,0,Wednesday,1,Clear,0.6,0.5758,0.78,0.0,2,38,40,8,Aug,22,Dini Hari,Hari Kerja
14258,2012-08-22,Fall,2012,8,6,0,Wednesday,1,Clear,0.62,0.5909,0.73,0.0,12,175,187,8,Aug,22,Pagi,Hari Kerja
14259,2012-08-22,Fall,2012,8,7,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.0,16,537,553,8,Aug,22,Pagi,Hari Kerja
14260,2012-08-22,Fall,2012,8,8,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.0896,37,703,740,8,Aug,22,Pagi,Hari Kerja
14261,2012-08-22,Fall,2012,8,9,0,Wednesday,1,Clear,0.68,0.6364,0.65,0.0,41,335,376,8,Aug,22,Pagi,Hari Kerja
14262,2012-08-22,Fall,2012,8,10,0,Wednesday,1,Clear,0.7,0.6515,0.61,0.0896,66,159,225,8,Aug,22,Pagi,Hari Kerja
14263,2012-08-22,Fall,2012,8,11,0,Wednesday,1,Clear,0.72,0.6667,0.58,0.0896,71,196,267,8,Aug,22,Pagi,Hari Kerja
14264,2012-08-22,Fall,2012,8,12,0,Wednesday,1,Clear,0.74,0.6667,0.51,0.0,59,253,312,8,Aug,22,Siang,Hari Kerja
14265,2012-08-22,Fall,2012,8,13,0,Wednesday,1,Clear,0.76,0.6818,0.48,0.1045,74,242,316,8,Aug,22,Siang,Hari Kerja
14266,2012-08-22,Fall,2012,8,14,0,Wednesday,1,Clear,0.76,0.6818,0.45,0.1045,82,184,266,8,Aug,22,Siang,Hari Kerja
14267,2012-08-22,Fall,2012,8,15,0,Wednesday,1,Clear,0.76,0.6818,0.48,0.1343,94,222,316,8,Aug,22,Siang,Hari Kerja
14268,2012-08-22,Fall,2012,8,16,0,Wednesday,1,Light Snow/Rain,0.74,0.6818,0.55,0.2239,102,358,460,8,Aug,22,Siang,Hari Kerja
14269,2012-08-22,Fall,2012,8,17,0,Wednesday,1,Light Snow/Rain,0.74,0.6818,0.55,0.2239,72,711,783,8,Aug,22,Siang,Hari Kerja
14270,2012-08-22,Fall,2012,8,18,0,Wednesday,1,Light Snow/Rain,0.66,0.6212,0.61,0.2239,91,592,683,8,Aug,22,Malam,Hari Kerja
14271,2012-08-22,Fall,2012,8,19,0,Wednesday,1,Mist,0.66,0.6212,0.74,0.0,56,524,580,8,Aug,22,Malam,Hari Kerja
14272,2012-08-22,Fall,2012,8,20,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.194,59,332,391,8,Aug,22,Malam,Hari Kerja
14273,2012-08-22,Fall,2012,8,21,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.0,60,291,351,8,Aug,22,Malam,Hari Kerja
14274,2012-08-22,Fall,2012,8,22,0,Wednesday,1,Clear,0.64,0.6061,0.73,0.0,55,226,281,8,Aug,22,Malam,Hari Kerja
14275,2012-08-22,Fall,2012,8,23,0,Wednesday,1,Clear,0.64,0.5758,0.83,0.0,27,113,140,8,Aug,22,Malam,Hari Kerja
14276,2012-08-23,Fall,2012,8,0,0,Thursday,1,Clear,0.64,0.5909,0.78,0.0,9,51,60,8,Aug,23,Dini Hari,Hari Kerja
14277,2012-08-23,Fall,2012,8,1,0,Thursday,1,Clear,0.62,0.5758,0.83,0.0,10,15,25,8,Aug,23,Dini Hari,Hari Kerja
14278,2012-08-23,Fall,2012,8,2,0,Thursday,1,Clear,0.62,0.5758,0.83,0.0,9,11,20,8,Aug,23,Dini Hari,Hari Kerja
14279,2012-08-23,Fall,2012,8,3,0,Thursday,1,Clear,0.62,0.5758,0.83,0.0896,3,6,9,8,Aug,23,Dini Hari,Hari Kerja
14280,2012-08-23,Fall,2012,8,4,0,Thursday,1,Clear,0.62,0.5758,0.83,0.0,0,6,6,8,Aug,23,Dini Hari,Hari Kerja
14281,2012-08-23,Fall,2012,8,5,0,Thursday,1,Clear,0.62,0.5758,0.83,0.0,1,36,37,8,Aug,23,Dini Hari,Hari Kerja
14282,2012-08-23,Fall,2012,8,6,0,Thursday,1,Mist,0.6,0.5455,0.88,0.0896,14,178,192,8,Aug,23,Pagi,Hari Kerja
14283,2012-08-23,Fall,2012,8,7,0,Thursday,1,Mist,0.62,0.5758,0.83,0.0896,18,463,481,8,Aug,23,Pagi,Hari Kerja
14284,2012-08-23,Fall,2012,8,8,0,Thursday,1,Mist,0.66,0.6212,0.74,0.0896,45,662,707,8,Aug,23,Pagi,Hari Kerja
14285,2012-08-23,Fall,2012,8,9,0,Thursday,1,Mist,0.7,0.6515,0.7,0.0,58,354,412,8,Aug,23,Pagi,Hari Kerja
14286,2012-08-23,Fall,2012,8,10,0,Thursday,1,Clear,0.74,0.6818,0.58,0.0896,76,157,233,8,Aug,23,Pagi,Hari Kerja
14287,2012-08-23,Fall,2012,8,11,0,Thursday,1,Clear,0.76,0.6818,0.48,0.0896,86,192,278,8,Aug,23,Pagi,Hari Kerja
14288,2012-08-23,Fall,2012,8,12,0,Thursday,1,Clear,0.78,0.6818,0.38,0.0,97,235,332,8,Aug,23,Siang,Hari Kerja
14289,2012-08-23,Fall,2012,8,13,0,Thursday,1,Clear,0.82,0.7273,0.38,0.0896,93,253,346,8,Aug,23,Siang,Hari Kerja
14290,2012-08-23,Fall,2012,8,14,0,Thursday,1,Clear,0.78,0.697,0.46,0.2239,114,191,305,8,Aug,23,Siang,Hari Kerja
14291,2012-08-23,Fall,2012,8,15,0,Thursday,1,Clear,0.78,0.697,0.46,0.1343,104,201,305,8,Aug,23,Siang,Hari Kerja
14292,2012-08-23,Fall,2012,8,16,0,Thursday,1,Clear,0.76,0.6818,0.48,0.1642,121,344,465,8,Aug,23,Siang,Hari Kerja
14293,2012-08-23,Fall,2012,8,17,0,Thursday,1,Clear,0.76,0.6818,0.45,0.2239,111,709,820,8,Aug,23,Siang,Hari Kerja
14294,2012-08-23,Fall,2012,8,18,0,Thursday,1,Clear,0.74,0.6667,0.48,0.2239,130,811,941,8,Aug,23,Malam,Hari Kerja
14295,2012-08-23,Fall,2012,8,19,0,Thursday,1,Clear,0.72,0.6667,0.51,0.0896,96,537,633,8,Aug,23,Malam,Hari Kerja
14296,2012-08-23,Fall,2012,8,20,0,Thursday,1,Clear,0.7,0.6515,0.61,0.1045,70,404,474,8,Aug,23,Malam,Hari Kerja
14297,2012-08-23,Fall,2012,8,21,0,Thursday,1,Clear,0.7,0.6515,0.61,0.1343,53,276,329,8,Aug,23,Malam,Hari Kerja
14298,2012-08-23,Fall,2012,8,22,0,Thursday,1,Mist,0.68,0.6364,0.61,0.1045,21,177,198,8,Aug,23,Malam,Hari Kerja
14299,2012-08-23,Fall,2012,8,23,0,Thursday,1,Mist,0.66,0.6212,0.69,0.0,24,133,157,8,Aug,23,Malam,Hari Kerja
14300,2012-08-24,Fall,2012,8,0,0,Friday,1,Mist,0.66,0.6212,0.69,0.0,27,84,111,8,Aug,24,Dini Hari,Hari Kerja
14301,2012-08-24,Fall,2012,8,1,0,Friday,1,Mist,0.64,0.6061,0.73,0.0,5,37,42,8,Aug,24,Dini Hari,Hari Kerja
14302,2012-08-24,Fall,2012,8,2,0,Friday,1,Clear,0.66,0.6212,0.69,0.0,1,15,16,8,Aug,24,Dini Hari,Hari Kerja
14303,2012-08-24,Fall,2012,8,3,0,Friday,1,Clear,0.64,0.6061,0.73,0.0,2,6,8,8,Aug,24,Dini Hari,Hari Kerja
14304,2012-08-24,Fall,2012,8,4,0,Friday,1,Mist,0.64,0.6061,0.73,0.0,2,6,8,8,Aug,24,Dini Hari,Hari Kerja
14305,2012-08-24,Fall,2012,8,5,0,Friday,1,Clear,0.64,0.5909,0.78,0.0,1,37,38,8,Aug,24,Dini Hari,Hari Kerja
14306,2012-08-24,Fall,2012,8,6,0,Friday,1,Mist,0.62,0.5758,0.83,0.0,9,142,151,8,Aug,24,Pagi,Hari Kerja
14307,2012-08-24,Fall,2012,8,7,0,Friday,1,Mist,0.64,0.5909,0.78,0.0,13,412,425,8,Aug,24,Pagi,Hari Kerja
14308,2012-08-24,Fall,2012,8,8,0,Friday,1,Mist,0.66,0.6212,0.74,0.0,41,703,744,8,Aug,24,Pagi,Hari Kerja
14309,2012-08-24,Fall,2012,8,9,0,Friday,1,Mist,0.72,0.6667,0.58,0.0,58,331,389,8,Aug,24,Pagi,Hari Kerja
14310,2012-08-24,Fall,2012,8,10,0,Friday,1,Mist,0.76,0.6818,0.48,0.0,78,184,262,8,Aug,24,Pagi,Hari Kerja
